CecropinAD_Flexiblemedian_K11gp3.5_XccBg35	115
Sarcotoxin_Flexiblemedian_K11gp3.5_XccBg35	97
CecropinAD_Flexiblemedian_EL188-CBD_BcepC6Bgp22	77
CecropinAD_Flexiblemedian_K11gp3.5_BcepC6Bgp22	72
CecropinAD_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	70
Sarcotoxin_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	65
Myxinidin_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	65
CecropinAD_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	65
SMAP29_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	58
TP4_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	57
Myxinidin_Flexiblemedian_EL188-CBD_BcepC6Bgp22	57
Cecropin_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	57
IR2_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	55
Cecropin_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	55
Myxinidin_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	54
Indolicidin_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	54
Cathelicidin_Flexiblemedian_EL188-CBD_BcepC6Bgp22	53
Sushi_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	52
SMAP29_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	52
Protegrin_Flexiblemedian_KZ144-CBD_Vpept	52
Protegrin_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	52
Piscidin119K_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	52
IR2_Flexiblemedian_PVP-SE1gp146-CBD_BcepC6Bgp22	52
Sarcotoxin_Flexiblemedian_KZ144-CBD_Vpept	51
Ranalexin_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	51
Protegrin_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	51
NRC-16_Flexiblemedian_201j2-1gp229-CBD_BcepC6Bgp22	51
Cecropin_Flexiblemedian_EL188-CBD_BcepC6Bgp22	51
CecropinAD_Flexiblemedian_201j2-1gp229-CBD_Vpept	51
Sarcotoxin_Flexiblemedian_KZ144-CBD_BcepC6Bgp22	50
